2,2616,426,0,10,1.5150704225352456
0,1269,185,0,2,19.50097972972975
0,2698,436,1,18,30.569852191641203
0,2266,370,1,10,42.3228978978979
2,2980,498,1,8,40.2912168674699
0,3138,509,0,19,29.984440897184015
2,2493,399,0,10,27.244770676691758
0,1530,233,1,1,16.841579399141636
0,3026,460,1,2,46.528612040133794
0,2283,373,1,2,30.00231400804293
0,2004,313,1,3,48.88983812566562
0,2472,403,0,11,22.19171991315139
0,1671,269,0,6,35.11178438661713
0,3625,618,0,6,64.4651941747573
2,3192,528,3,1,42.64545454545457
0,3214,570,0,13,51.65228070175438
0,1635,275,0,8,47.044011363636386
0,315,52,1,2,48.66423076923081
0,3598,675,0,4,40.209500000000006
0,1857,328,0,5,43.45974254742549
0,2874,501,0,3,65.62305933587373
0,1105,195,1,1,45.33923076923078
0,6773,1270,0,2,66.66982889158088
0,601,113,0,0,72.710514380531
0,5304,985,0,0,66.61324187131294
0,1734,308,0,1,56.63858441558443
0,4921,872,1,1,63.21699676200757
0,1588,264,1,0,60.509454545454574
0,1583,294,0,0,62.75522448979595
0,1822,317,0,0,48.69356940063092
0,1907,357,0,0,59.434812834224616
0,3525,626,1,0,58.057247071352535
2,5287,975,0,0,68.47680769230772
0,2101,365,1,1,54.05195205479454
2,590,105,0,0,57.741071428571445
0,1422,238,0,0,52.02750233426707
0,819,128,0,1,28.036145833333364
0,2174,388,0,4,49.40654639175261
0,2407,385,0,4,40.58904761904762
0,2745,470,0,0,50.50710526315791
0,732,129,0,2,58.440406976744214
0,2800,490,0,0,63.49067879325645
0,8879,1455,0,0,33.52157216494848
0,3280,576,1,1,60.90750000000001
0,2425,419,0,0,67.36347901750202
0,747,123,0,3,37.37496951219515
0,1310,222,1,3,50.0314864864865
0,2102,358,1,0,51.39130777044187
0,3310,580,1,0,58.281081504702215
0,1506,254,1,7,17.480925196850393
0,1751,295,0,1,45.9486064030132
0,2323,370,2,4,28.83262762762763
0,2010,355,1,4,67.90031690140849
2,3705,606,1,1,45.93001237623764
0,5745,944,1,5,27.91314971751416
2,1555,260,1,2,40.608076923076936
2,612,116,0,1,71.25132183908048
0,6311,1023,2,5,40.829533999266886
0,4226,722,1,12,54.43892082179134
0,2297,387,1,8,42.804524312896405
0,1887,325,1,4,57.52141666666668
4,1446,238,0,1,53.449351073762855
5,3687,616,0,5,56.18409373235461
0,2479,289,0,5,34.07809688581318
3,9317,1440,0,4,40.06925000000001
0,2290,399,0,1,32.59834116541356
0,2285,415,0,0,62.476148343373524
3,2646,457,1,4,49.103893508388055
0,2545,428,1,7,18.817980269989647
0,2560,405,0,3,29.161388888888922
0,612,100,0,0,50.33166666666668
0,6895,1181,0,4,50.36111314563931
3,15365,2485,4,15,40.19351325904145
0,2458,419,2,3,52.648004922434396
2,7235,1208,2,12,35.97420529801326
0,1513,248,0,6,11.54693548387101
0,749,127,0,3,48.04182086614175
0,4753,716,0,2,27.883195530726283
0,1839,262,0,1,16.112938931297748
0,10200,1678,4,11,32.79420078600651
2,5739,942,1,10,29.254614649681542
2,4630,753,1,21,16.412275896414357
0,2188,335,1,4,-9.490652985074604
6,5731,905,3,3,32.07927371086558
0,2772,480,3,4,13.683750000000018
0,9503,1357,0,6,9.475822140870548
0,10041,1575,4,10,9.893428571428586
2,7197,1137,5,4,15.721695910290265
0,2955,459,0,3,15.375911764705933
0,4103,602,1,23,16.021368770764155
2,1331,227,1,5,5.5558002936857775
0,3675,612,4,7,-12.259705882352918
0,9775,1411,0,6,28.76643037390204
0,6788,1031,3,5,12.597932492725533
2,3957,628,2,12,30.09417197452231
0,10942,1720,8,23,32.41894124847005
2,2249,387,1,2,2.5763255813953663
0,15565,2562,12,13,40.21032396565184
0,1874,280,0,11,4.060000000000002
0,1537,236,0,7,4.031553672316406
3,2017,326,1,4,48.10011929107024
0,1624,247,1,1,-3.8045883940620513
0,1206,236,0,2,67.19927966101696
2,11691,2030,0,0,42.11786197237517
0,4535,807,0,4,32.25283341078068
2,6047,1046,0,4,59.26680050987892
5,2829,476,1,0,31.272752100840364
11,6139,1040,0,13,40.67601139601142
0,5853,1060,0,0,51.25468553459123
2,13719,2324,2,7,60.4794239375083
5,3632,590,1,2,31.896027542372906
0,2804,442,0,4,32.25995680789802
0,1945,335,1,2,-243.29626865671636
